"key","status","en_was","en","translation"
"data.trails.petros-vanezis.winterNotes","new","","Grade 3—steep sections. Winter is cooler and quieter.","Gradul 3 — porțiuni abrupte. Iarna e mai răcoroasă și mai liniștită."
"data.trails.pissouromoutti.localSecret","new","","The summit views open out at the top. Combine with Smigies long route for a full morning. Polis for lunch.","Priveliștile de pe vârf se deschid sus. Combinați cu ruta lungă Smigies pentru o dimineață întreagă. Prânz în Polis."
"data.trails.pissouromoutti.winterNotes","new","","Ideal winter hike. Cool, shaded sections. Risk of slipping after rain.","Drumeție de iarnă ideală. Porțiuni răcoroase, umbrite. Risc de alunecare după ploaie."
"data.trails.politiko-machairas.localSecret","new","","Go after rain. The bridge crossing is the highlight. Machairas café for post-hike warmth.","Mergeți după ploaie. Traversarea podului e punctul culminant. Cafeneaua Machairas încălzește după."
"data.trails.politiko-machairas.winterNotes","new","","Winter is magic—stream flows, greenery. First half exposed; second half shaded.","Iarna e magică — pârâul curge, totul înverzește. Prima jumătate expusă; a doua umbrită."
"data.trails.polystypos-hazelnut.localSecret","new","","The ancient oak at the end is the payoff—allow time to linger.","Stejarul străvechi de la capăt e răsplata — lăsați timp să zăboviți."
"data.trails.polystypos-hazelnut.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.potamia-dam.localSecret","new","","Dam, birds, water. Easy capital escape. Agros for loukoumi after.","Baraj, păsări, apă. Evadare ușoară din capitală. Apoi loukoumi în Agros."
"data.trails.potamia-dam.winterNotes","new","","Mild. Good capital escape. Dam and water views.","Blând. O evadare bună din capitală. Priveliști cu baraj și apă."
"data.trails.prodromos-dam-stavroulia.localSecret","new","","Pair with Prodromos–Zoumi for a fuller Marathasa day. Watch footing on the descent.","Combinați cu Prodromos–Zoumi pentru o zi Marathasa mai plină. Atenție la pași la coborâre."
"data.trails.prodromos-dam-stavroulia.winterNotes","new","","Official guide lists March–November. Steep downhill—fit hikers only. Arrange transport.","Ghidul oficial indică martie–noiembrie. Coborâre abruptă — doar pentru drumeți în formă. Aranjați transportul."
"data.trails.prodromos-zoumi.localSecret","new","","At Zoumi you can continue on Prodromos Dam–Stavroulia. Prodromos taverns for lunch.","De la Zoumi puteți continua pe Barajul Prodromos–Stavroulia. Tavernele din Prodromos pentru prânz."
"data.trails.prodromos-zoumi.winterNotes","new","","Official guide lists March–November. Risk of slipping. Linear—arrange transport.","Ghidul oficial indică martie–noiembrie. Risc de alunecare. Liniar — aranjați transportul."
"data.trails.profitis-ilias-konnoi.localSecret","new","","End at Konnos for a swim in summer; winter means empty trails and mild air.","Încheiați la Konnos cu o baie vara; iarna înseamnă poteci goale și aer blând."
"data.trails.profitis-ilias-konnoi.winterNotes","new","","Mild coastal winter walk. Arrange pickup at Konnos.","Plimbare de coastă blândă iarna. Aranjați preluarea la Konnos."
"data.trails.psilo-dentro-pouziaris.localSecret","new","","Park at Psilo Dentro restaurant. Platres is metres away for post-hike warmth.","Parcați la restaurantul Psilo Dentro. Platres e la câțiva metri pentru încălzire după drumeție."
"data.trails.psilo-dentro-pouziaris.winterNotes","new","","Official guide lists March–November. Risk of slipping. Fit hikers only.","Ghidul oficial indică martie–noiembrie. Risc de alunecare. Doar pentru drumeți în formă."
"data.trails.sea-caves-anargyroi.localSecret","new","","Don’t miss the windswept protected juniper after the Cape Greco turn. Picnic site west of the church.","Nu ratați ienupărul protejat, bătut de vânt, după curba de la Cape Greco. Loc de picnic la vest de biserică."
"data.trails.sea-caves-anargyroi.winterNotes","new","","Winter = fewer crowds. Mild. Ideal coastal walk. Year-round per official guide.","Iarna = mai puțină aglomerație. Blând. Plimbare de coastă ideală. Tot anul, conform ghidului oficial."
"data.trails.selladi-stavros.localSecret","new","","Quieter than Artemis. Ridge and forest. Platres for trout after.","Mai liniștit decât Artemis. Creastă și pădure. Apoi păstrăv în Platres."
"data.trails.selladi-stavros.winterNotes","new","","Check conditions; snow possible. Often clear in December or March.","Verificați condițiile; posibil zăpadă. Adesea senin în decembrie sau martie."
"data.trails.selladi-trypilos.localSecret","new","","Parking fills fast. Go early. The cedars are unlike anywhere else on the island.","Parcarea se umple repede. Mergeți devreme. Cedrii nu seamănă cu nimic altceva de pe insulă."
"data.trails.selladi-trypilos.winterNotes","new","","Snow and fog possible. Check conditions. Limited parking.","Posibil zăpadă și ceață. Verificați condițiile. Parcare limitată."
"data.trails.smigies.localSecret","new","","The long route passes the abandoned kilns; a slice of Akamas history. Connect with Adonis at Kefalovrysia if you want a longer day.","Ruta lungă trece pe lângă cuptoarele abandonate — o felie de istorie a Akamasului. Legați-vă de traseul Adonis la Kefalovrysia pentru o zi mai lungă."
"data.trails.smigies.winterNotes","new","","Ideal winter hike. Cool temps, forest shade. Some muddy patches after rain. Slip risk on rocky sections.","Drumeție de iarnă ideală. Răcoare, umbra pădurii. Câteva porțiuni noroioase după ploaie. Risc de alunecare pe porțiunile stâncoase."
"data.trails.stavros-tis-psokas.localSecret","new","","Mouflon sometimes spotted early morning. The forestry road in can be adventurous; 4x4 helps in wet weather.","Muflonii se zăresc uneori dimineața devreme. Drumul forestier de acces are un aer de aventură; un 4x4 ajută pe vreme umedă."
"data.trails.stavros-tis-psokas.winterNotes","new","","Cool and quiet in winter. Road can be rough; check conditions. Fewer people than coastal trails.","Răcoros și liniștit iarna. Drumul poate fi accidentat; verificați condițiile. Mai puțină lume decât pe traseele de coastă."
"data.trails.stavrovouni-trail.localSecret","new","","Go clockwise—signs are visible that way. Combine with Agia Varvara–Stavrovouni for a big day.","Mergeți în sensul acelor de ceasornic — așa se văd indicatoarele. Combinați cu Agia Varvara–Stavrovouni pentru o zi mare."
"data.trails.stavrovouni-trail.winterNotes","new","","Best in winter. Exposed—no shade. Avoid when raining.","Cel mai bine iarna. Expus — deloc umbră. Evitați pe ploaie."
"data.trails.symvoulas.localSecret","new","","Start early for the Akamas panorama at the mid-trail view point—the gulf light is best before noon.","Porniți devreme pentru panorama Akamas de la punctul de belvedere de la mijloc — lumina golfului e cea mai frumoasă înainte de prânz."
"data.trails.symvoulas.winterNotes","new","","Long forest day. Allow 4+ hours. Cooler at elevation; carry water.","O zi lungă de pădure. Socotiți 4+ ore. Mai răcoare la altitudine; luați apă."
"data.trails.trees-of-woe.localSecret","new","","The name tells a story. Forest, mountain. Troodos character.","Numele spune o poveste. Pădure, munte. Caracter de Troodos."
"data.trails.trees-of-woe.winterNotes","new","","Crisp. Cool at elevation. Platres or Kakopetria after.","Proaspăt. Răcoros la altitudine. Apoi Platres sau Kakopetria."
"data.trails.treis-elies.localSecret","new","","Best after rain when the river runs—otherwise still a gentle Limassol escape.","Cel mai bine după ploaie, când râul curge — altfel, tot o evadare blândă din Limassol."
"data.trails.treis-elies.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.trooditissa-phini.localSecret","new","","Phini loukoumia and Pilavakion ceramics museum at the end. Part of the CTO Prodromos–Psilo Dentro cycling corridor.","La final, loukoumia din Phini și muzeul de ceramică Pilavakion. Parte din coridorul de ciclism CTO Prodromos–Psilo Dentro."
"data.trails.trooditissa-phini.winterNotes","new","","Official guide lists March–November. Downhill linear—arrange transport at Phini. Road shared with vehicles.","Ghidul oficial indică martie–noiembrie. Liniar la vale — aranjați transportul la Phini. Drum împărțit cu vehiculele."
"data.trails.troodos-visitor-centre.localSecret","new","","Pair with the Visitor Centre exhibits—12 plant species here exist nowhere else on Earth.","Combinați cu expozițiile centrului — 12 specii de plante de aici nu există nicăieri altundeva pe Pământ."
"data.trails.troodos-visitor-centre.winterNotes","new","","Open year-round when Visitor Centre is open. Snow possible on access road Jan–Mar.","Deschis tot anul când centrul de vizitatori e deschis. Posibil zăpadă pe drumul de acces ian.–mar."
"data.trails.vavatsinia-honeybee.localSecret","new","","One of the nine Rural Larnaka Honey Villages. Apitherapy and bee communication info along the path.","Unul dintre cele nouă Sate ale Mierii din Larnaca rurală. Pe traseu, informații despre apiterapie și comunicarea albinelor."
"data.trails.vavatsinia-honeybee.winterNotes","new","","Easy winter walk. Village at 700m; wrap up. Quiet and peaceful.","Plimbare de iarnă ușoară. Satul e la 700 m; îmbrăcați-vă gros. Liniștit și pașnic."
"data.trails.venetian-bridges.localSecret","new","","Section 2 past Tzielefos to Pera Vasa picnic site is the classic half-day—save the full traverse for a long winter daylight.","Secțiunea 2, de la Tzielefos la locul de picnic Pera Vasa, e clasica jumătate de zi — păstrați traversarea completă pentru o zi lungă de iarnă."
"data.trails.venetian-bridges.winterNotes","new","","Remote forest. Crisp winter air; shorter daylight—start early for full route.","Pădure izolată. Aer de iarnă proaspăt; zile mai scurte — porniți devreme pentru ruta completă."
"data.trails.vouni-panagias.localSecret","new","","Combine with Vouni Panayia winery. The Laona route rewards those who hike and taste.","Combinați cu crama Vouni Panayia. Ruta Laona îi răsplătește pe cei care merg și degustă."
"data.trails.vouni-panagias.winterNotes","new","","Grade 3 Laona hills loop. Cool in winter; can be muddy. Allow a full morning.","Buclă de gradul 3 în dealurile Laona. Răcoros iarna; poate fi noroios. Socotiți o dimineață întreagă."
"data.trails.vretsia-roudias.localSecret","new","","Do not attempt from Agios Ioannis—use Vretsia. The watermill ruins halfway add to the sense of time.","Nu încercați dinspre Agios Ioannis — intrați prin Vretsia. Ruinele morii de apă de la jumătatea drumului sporesc senzația timpului."
"data.trails.vretsia-roudias.winterNotes","new","","Quiet in winter. Cool forest. Road to Vretsia can feel like the wrong way—keep going.","Liniștit iarna. Pădure răcoroasă. Drumul spre Vretsia pare greșit — continuați."
"data.trails.xyliatos-dam.localSecret","new","","A Sunday favourite. The dam views open up as you climb. Quiet in winter.","Un favorit de duminică. Priveliștea barajului se deschide pe măsură ce urcați. Liniștit iarna."
"data.trails.xyliatos-dam.winterNotes","new","","Easy winter walk. Mild. Good for families. Dam and forest.","Plimbare de iarnă ușoară. Blândă. Bună pentru familii. Baraj și pădure."
"data.weather.april.coastDesc","new","","Warm. Some swim. Easter dates vary; villages come alive.","Cald. Unii înoată. Data Paștelui variază; satele prind viață."
"data.weather.april.troodosDesc","new","","Mountain green. All trails open. Spring clarity.","Muntele verde. Toate traseele deschise. Claritate de primăvară."
"data.weather.december.coastDesc","new","","Mild days, cool nights. Layers. Christmas markets and mulled wine.","Zile blânde, nopți reci. Îmbracă-te în straturi. Târguri de Crăciun și vin fiert."
